WigleWifi-1.4,appRelease=2.26,model=yishay,release=5.0.1,device=ja3g,display=LRX22C.I9500XXUHOI1,board=universal5410,brand=samsung,,,
1c:b9:c4:15:44:5c,Ariel_University,[ESS],09/11/2017 17:36,44,-87,32.10517751,35.20700329,664.3171025,16,WIFI
f0:b0:52:3e:c7:bc,Ariel_University,[ESS],09/11/2017 17:36,44,-61,32.10515247,35.206923,664.8710872,8,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],09/11/2017 17:36,44,-62,32.10515247,35.206923,664.8710872,8,WIFI
f0:b0:52:3e:cc:1c,Ariel_University,[ESS],09/11/2017 17:36,36,-75,32.10515247,35.206923,664.8710872,8,WIFI
f0:b0:52:3e:c7:88,Ariel_University,[ESS],09/11/2017 17:36,1,-70,32.10515247,35.206923,664.8710872,8,WIFI
f0:b0:52:be:c8:e7,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:36,52,-89,32.10515247,35.206923,664.8710872,8,WIFI
f0:b0:52:3e:c8:dc,Ariel_University,[ESS],09/11/2017 17:36,44,-44,32.10522921,35.20688593,665.0023307,24,WIFI
f0:b0:52:3e:ca:3c,Ariel_University,[ESS],09/11/2017 17:36,48,-66,32.10522921,35.20688593,665.0023307,24,WIFI
f0:b0:52:3e:ca:38,Ariel_University,[ESS],09/11/2017 17:36,11,-70,32.10522921,35.20688593,665.0023307,24,WIFI
f0:b0:52:3e:c8:ec,Ariel_University,[ESS],09/11/2017 17:36,52,-79,32.10522921,35.20688593,665.0023307,24,WIFI
f0:b0:52:be:c8:e7,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:36,52,-79,32.10522921,35.20688593,665.0023307,24,WIFI
f0:b0:52:be:c8:d7,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:36,44,-44,32.10522921,35.20688593,665.0023307,24,WIFI
f0:b0:52:be:d3:77,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:36,36,-80,32.10522921,35.20688593,665.0023307,24,WIFI
f0:b0:52:3e:d3:7c,Ariel_University,[ESS],09/11/2017 17:36,36,-78,32.10522921,35.20688593,665.0023307,24,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],09/11/2017 17:36,6,-86,32.10522921,35.20688593,665.0023307,24,WIFI
42501_10072_516798,012 Mobile,HSDPA;il,09/11/2017 17:36,0,-77,32.10522921,35.20688593,665.0023307,24,GSM
f0:b0:52:3e:ca:dc,Ariel_University,[ESS],09/11/2017 17:36,36,-66,32.10523133,35.2068887,665.0608876,24,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],09/11/2017 17:36,1,-79,32.10523133,35.2068887,665.0608876,24,WIFI
f0:3e:90:04:f6:58,Ariel_University,[ESS],09/11/2017 17:36,1,-85,32.10526976,35.20690177,664.9036769,16,WIFI
00:11:6b:11:7d:c7,yosh,[ESS],09/11/2017 17:36,13,-88,32.10526976,35.20690177,664.9036769,16,WIFI
00:1a:2f:7f:6b:70,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:36,13,-79,32.10528083,35.20692306,664.5395164,12,WIFI
1c:b9:c4:16:05:38,Ariel_University,[ESS],09/11/2017 17:36,11,-79,32.10528083,35.20692306,664.5395164,12,WIFI
f0:3e:90:05:cb:a8,Ariel_University,[ESS],09/11/2017 17:37,11,-85,32.10539288,35.20699736,663.056516,8,WIFI
00:27:22:f3:e0:d0,,[ESS],09/11/2017 17:37,11,-88,32.10539288,35.20699736,663.056516,8,WIFI
1c:b9:c4:94:38:27,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:37,36,-89,32.10546528,35.20700434,663.2764588,6,WIFI
24:c9:a1:36:2a:68,Ariel_University,[ESS],09/11/2017 17:37,11,-85,32.10549578,35.2069816,663.5441188,8,WIFI
24:c9:a1:36:2a:68,Ariel_University,[ESS],09/11/2017 17:37,11,-76,32.1055332,35.20686005,663.6979018,12,WIFI
24:c9:a1:36:52:d8,Ariel_University,[ESS],09/11/2017 17:37,6,-85,32.1055332,35.20686005,663.6979018,12,WIFI
f0:b0:52:3e:ca:38,Ariel_University,[ESS],09/11/2017 17:37,11,-64,32.10553164,35.20680792,663.832326,8,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],09/11/2017 17:37,1,-80,32.10553164,35.20680792,663.832326,8,WIFI
24:c9:a1:36:50:98,Ariel_University,[ESS],09/11/2017 17:37,1,-86,32.10553164,35.20680792,663.832326,8,WIFI
24:c9:a1:36:2a:68,Ariel_University,[ESS],09/11/2017 17:37,11,-70,32.10552381,35.20676397,663.8710779,6,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],09/11/2017 17:37,1,-73,32.10552381,35.20676397,663.8710779,6,WIFI
f0:b0:52:be:d9:b7,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:37,36,-82,32.10552381,35.20676397,663.8710779,6,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],09/11/2017 17:37,1,-79,32.1055013,35.20669328,663.8935663,12,WIFI
f0:b0:52:3e:d9:bc,Ariel_University,[ESS],09/11/2017 17:37,36,-78,32.10549243,35.20664268,663.8391302,12,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],09/11/2017 17:37,1,-67,32.10549243,35.20664268,663.8391302,12,WIFI
24:c9:a1:36:50:98,Ariel_University,[ESS],09/11/2017 17:37,1,-79,32.10549243,35.20664268,663.8391302,12,WIFI
14:ae:db:52:51:55,abadi1,[WPA2-PSK-CCMP][ESS],09/11/2017 17:37,6,-82,32.10549243,35.20664268,663.8391302,12,WIFI
06:ae:db:52:51:55,BezeqFree,[WPA2-PSK-CCMP][ESS],09/11/2017 17:37,6,-82,32.10549243,35.20664268,663.8391302,12,WIFI
ec:8c:a2:08:a4:3c,Ariel_University,[ESS],09/11/2017 17:37,40,-87,32.10549243,35.20664268,663.8391302,12,WIFI
e0:10:7f:1a:b2:58,Ariel_University,[ESS],09/11/2017 17:37,11,-85,32.10549243,35.20664268,663.8391302,12,WIFI
8c:0c:90:30:05:18,Ariel_University,[ESS],09/11/2017 17:37,6,-85,32.10549243,35.20664268,663.8391302,12,WIFI
ec:8c:a2:08:a4:3c,Ariel_University,[ESS],09/11/2017 17:37,40,-81,32.10547916,35.20659798,663.6223189,8,WIFI
ec:8c:a2:08:a4:38,Ariel_University,[ESS],09/11/2017 17:37,11,-79,32.10547146,35.20657425,663.6670483,12,WIFI
14:ae:db:52:51:55,abadi1,[WPA2-PSK-CCMP][ESS],09/11/2017 17:38,6,-76,32.10544586,35.20647882,663.7343913,12,WIFI
10:be:f5:35:13:fa,dites,[WPA2-PSK-CCMP][ESS],09/11/2017 17:38,9,-88,32.10544586,35.20647882,663.7343913,12,WIFI
8c:0c:90:2f:ca:98,Ariel_University,[ESS],09/11/2017 17:38,6,-88,32.10544586,35.20647882,663.7343913,12,WIFI
ec:8c:a2:88:a4:37,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:38,40,-81,32.10544235,35.20644036,663.6611137,12,WIFI
e0:10:7f:1a:99:f8,Ariel_University,[ESS],09/11/2017 17:38,11,-79,32.10544235,35.20644036,663.6611137,12,WIFI
24:c9:a1:36:20:88,Ariel_University,[ESS],09/11/2017 17:38,1,-88,32.10544235,35.20644036,663.6611137,12,WIFI
24:c9:a1:36:2a:68,Ariel_University,[ESS],09/11/2017 17:38,11,-55,32.1054375,35.20641499,663.6755643,8,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],09/11/2017 17:38,1,-73,32.1054375,35.20641499,663.6755643,8,WIFI
14:ae:db:52:51:55,abadi1,[WPA2-PSK-CCMP][ESS],09/11/2017 17:38,6,-70,32.1054375,35.20641499,663.6755643,8,WIFI
06:ae:db:52:51:55,BezeqFree,[WPA2-PSK-CCMP][ESS],09/11/2017 17:38,6,-70,32.10544091,35.20638484,663.7567261,8,WIFI
24:c9:a1:36:20:88,Ariel_University,[ESS],09/11/2017 17:38,1,-82,32.10544091,35.20638484,663.7567261,8,WIFI
e0:10:7f:1a:b2:58,Ariel_University,[ESS],09/11/2017 17:38,11,-73,32.10544915,35.20635296,663.8559941,16,WIFI
e0:10:7f:1a:95:c8,Ariel_University,[ESS],09/11/2017 17:38,11,-88,32.1054526,35.20633291,663.9701572,12,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],09/11/2017 17:38,1,-67,32.1054471,35.20630018,663.9196767,16,WIFI
8c:0c:90:2e:0e:88,Ariel_University,[ESS],09/11/2017 17:38,6,-79,32.10544686,35.20627923,663.9889272,16,WIFI
24:c9:a1:95:7c:13,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:38,3,-88,32.10544684,35.2062792,664.0815116,24,WIFI
8c:0c:90:2e:17:b8,Ariel_University,[ESS],09/11/2017 17:38,6,-88,32.10544684,35.2062792,664.0815116,24,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],09/11/2017 17:38,11,-73,32.10550913,35.20603738,663.9478297,8,WIFI
24:c9:a1:36:20:88,Ariel_University,[ESS],09/11/2017 17:38,1,-73,32.10550913,35.20603738,663.9478297,8,WIFI
8c:0c:90:2e:0e:88,Ariel_University,[ESS],09/11/2017 17:38,6,-70,32.10550913,35.20603738,663.9478297,8,WIFI
f0:b4:29:fa:90:5a,mi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],09/11/2017 17:38,1,-85,32.10550913,35.20603738,663.9478297,8,WIFI
8c:0c:90:2e:0e:58,Ariel_University,[ESS],09/11/2017 17:38,11,-70,32.10550913,35.20603738,663.9478297,8,WIFI
8c:0c:90:2d:7a:58,Ariel_University,[ESS],09/11/2017 17:38,6,-73,32.10550913,35.20603738,663.9478297,8,WIFI
f0:3e:90:04:d2:a8,Ariel_University,[ESS],09/11/2017 17:38,6,-76,32.10550913,35.20603738,663.9478297,8,WIFI
8c:0c:90:2f:ca:58,Ariel_University,[ESS],09/11/2017 17:38,3,-85,32.10550913,35.20603738,663.9478297,8,WIFI
f0:3e:90:05:cc:58,Ariel_University,[ESS],09/11/2017 17:38,11,-88,32.10550913,35.20603738,663.9478297,8,WIFI
24:c9:a1:15:7c:18,Ariel_University,[ESS],09/11/2017 17:38,3,-82,32.10552132,35.20601483,663.8089805,24,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],09/11/2017 17:38,6,-88,32.10552132,35.20601483,663.8089805,24,WIFI
8c:0c:90:2d:79:78,Ariel_University,[ESS],09/11/2017 17:38,1,-82,32.1055407,35.20596046,663.4769725,12,WIFI
8c:0c:90:2e:ed:a8,Ariel_University,[ESS],09/11/2017 17:38,6,-88,32.1055407,35.20596046,663.4769725,12,WIFI
42501_10072_516797,012 Mobile,HSDPA;il,09/11/2017 17:38,0,-97,32.1055407,35.20596046,663.4769725,12,GSM
8c:0c:90:2e:17:b8,Ariel_University,[ESS],09/11/2017 17:38,6,-76,32.10556433,35.20587791,663.045362,8,WIFI
00:1a:2f:7f:6b:70,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:38,13,-85,32.10556433,35.20587791,663.045362,8,WIFI
24:c9:a1:36:4d:c8,Ariel_University,[ESS],09/11/2017 17:38,11,-79,32.10556433,35.20587791,663.045362,8,WIFI
24:c9:a1:36:52:d8,Ariel_University,[ESS],09/11/2017 17:38,6,-88,32.10558085,35.2058174,662.7467121,8,WIFI
8c:0c:90:2d:79:78,Ariel_University,[ESS],09/11/2017 17:38,1,-76,32.10558085,35.2058174,662.7467121,8,WIFI
42501_10072_516797,012 Mobile,HSDPA;il,09/11/2017 17:38,0,-91,32.10558085,35.2058174,662.7467121,8,GSM
e0:10:7f:1a:99:f8,Ariel_University,[ESS],09/11/2017 17:38,11,-73,32.1055992,35.20574551,662.7798296,12,WIFI
8c:0c:90:af:ca:53,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:38,3,-82,32.1055992,35.20574551,662.7798296,12,WIFI
8c:0c:90:2d:79:78,Ariel_University,[ESS],09/11/2017 17:38,1,-70,32.10560639,35.20570953,662.8355489,16,WIFI
24:c9:a1:15:7c:18,Ariel_University,[ESS],09/11/2017 17:38,3,-73,32.10560639,35.20570953,662.8355489,16,WIFI
8c:0c:90:2f:ca:58,Ariel_University,[ESS],09/11/2017 17:38,3,-76,32.10560639,35.20570953,662.8355489,16,WIFI
14:ae:db:32:55:95,HanaElad_5,[WPA2-PSK-CCMP][ESS],09/11/2017 17:39,48,-85,32.10560668,35.20568546,662.8719156,12,WIFI
f0:b0:52:be:d9:b7,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:39,36,-88,32.10560668,35.20568546,662.8719156,12,WIFI
14:af:db:32:55:92,BezeqFree,[WPA2-PSK-CCMP][ESS],09/11/2017 17:39,1,-88,32.10560668,35.20568546,662.8719156,12,WIFI
24:c9:a1:35:ba:28,Ariel_University,[ESS],09/11/2017 17:39,11,-88,32.10560668,35.20568546,662.8719156,12,WIFI
14:ae:db:32:55:92,HanaElad,[WPA2-PSK-CCMP][ESS],09/11/2017 17:39,1,-88,32.10560178,35.20564784,662.8536264,8,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],09/11/2017 17:39,6,-79,32.10560178,35.20564784,662.8536264,8,WIFI
8c:0c:90:2f:35:38,Ariel_University,[ESS],09/11/2017 17:39,6,-88,32.10560178,35.20564784,662.8536264,8,WIFI
24:c9:a1:36:52:d8,Ariel_University,[ESS],09/11/2017 17:39,6,-82,32.10560202,35.20561551,662.8725144,8,WIFI
f0:b0:52:3e:d9:bc,Ariel_University,[ESS],09/11/2017 17:39,36,-87,32.10560202,35.20561551,662.8725144,8,WIFI
48:ee:0c:3e:9f:16,amazonas,[WPA2-PSK-CCMP][ESS],09/11/2017 17:39,5,-88,32.10560202,35.20561551,662.8725144,8,WIFI
42501_10072_516799,012 Mobile,HSDPA;il,09/11/2017 17:39,0,-89,32.10560202,35.20561551,662.8725144,8,GSM
8c:0c:90:af:ca:53,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:39,3,-67,32.10560323,35.20559042,662.9000823,8,WIFI
24:c9:a1:15:7c:18,Ariel_University,[ESS],09/11/2017 17:39,3,-64,32.10560323,35.20559042,662.9000823,8,WIFI
8c:0c:90:2f:ca:58,Ariel_University,[ESS],09/11/2017 17:39,3,-70,32.10560323,35.20559042,662.9000823,8,WIFI
24:c9:a1:95:7c:13,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:39,3,-67,32.10560323,35.20559042,662.9000823,8,WIFI
14:ae:db:a2:a4:3d,Kar_lol,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],09/11/2017 17:39,11,-88,32.10560323,35.20559042,662.9000823,8,WIFI
e0:10:7f:1a:99:f8,Ariel_University,[ESS],09/11/2017 17:39,11,-64,32.10561067,35.20556069,662.9924573,8,WIFI
24:c9:a1:75:e7:e3,island-35E7E0,[WPA2-PSK-CCMP][ESS],09/11/2017 17:39,11,-88,32.10561067,35.20556069,662.9924573,8,WIFI
8c:0c:90:2f:ce:08,Ariel_University,[ESS],09/11/2017 17:39,6,-82,32.10561067,35.20556069,662.9924573,8,WIFI
8c:0c:90:2f:36:48,Ariel_University,[ESS],09/11/2017 17:39,3,-88,32.10561067,35.20556069,662.9924573,8,WIFI
8c:0c:90:af:36:43,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:39,3,-82,32.10560141,35.20549939,663.1378679,16,WIFI
8c:0c:90:af:35:33,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:39,6,-88,32.10560141,35.20549939,663.1378679,16,WIFI
8c:0c:90:2e:e8:28,Ariel_University,[ESS],09/11/2017 17:39,1,-79,32.10560141,35.20549939,663.1378679,16,WIFI
84:18:3a:04:40:98,Ariel_University,[ESS],09/11/2017 17:39,11,-85,32.10560141,35.20549939,663.1378679,16,WIFI
8c:0c:90:2d:79:88,Ariel_University,[ESS],09/11/2017 17:39,11,-85,32.10560141,35.20549939,663.1378679,16,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],09/11/2017 17:39,1,-88,32.10560141,35.20549939,663.1378679,16,WIFI
24:c9:a1:b6:51:83,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:39,1,-70,32.10561359,35.20543395,663.1348724,8,WIFI
24:c9:a1:36:51:88,Ariel_University,[ESS],09/11/2017 17:39,1,-76,32.10561359,35.20543395,663.1348724,8,WIFI
24:c9:a1:35:ba:28,Ariel_University,[ESS],09/11/2017 17:39,11,-82,32.10561359,35.20543395,663.1348724,8,WIFI
8c:0c:90:2f:cc:08,Ariel_University,[ESS],09/11/2017 17:39,1,-88,32.10561359,35.20543395,663.1348724,8,WIFI
24:c9:a1:36:2a:68,Ariel_University,[ESS],09/11/2017 17:39,11,-85,32.1056034,35.20541329,663.0830945,12,WIFI
24:c9:a1:36:52:d8,Ariel_University,[ESS],09/11/2017 17:39,6,-76,32.1056034,35.20541329,663.0830945,12,WIFI
24:c9:a1:36:4d:c8,Ariel_University,[ESS],09/11/2017 17:39,11,-70,32.1056034,35.20541329,663.0830945,12,WIFI
24:c9:a1:36:51:88,Ariel_University,[ESS],09/11/2017 17:39,1,-70,32.1056034,35.20541329,663.0830945,12,WIFI
8c:0c:90:2f:cc:08,Ariel_University,[ESS],09/11/2017 17:39,1,-82,32.1056034,35.20541329,663.0830945,12,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],09/11/2017 17:39,6,-64,32.10560115,35.2053973,662.8601558,12,WIFI
8c:0c:90:2f:36:48,Ariel_University,[ESS],09/11/2017 17:39,3,-82,32.10560115,35.2053973,662.8601558,12,WIFI
8c:0c:90:2d:79:88,Ariel_University,[ESS],09/11/2017 17:39,11,-79,32.10562611,35.20530165,662.8273619,12,WIFI
24:c9:a1:35:ba:78,Ariel_University,[ESS],09/11/2017 17:39,1,-88,32.10562611,35.20530165,662.8273619,12,WIFI
c4:e9:84:d0:40:61,kar140_5GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],09/11/2017 17:39,40,-86,32.10562967,35.20527037,662.8743935,8,WIFI
00:25:86:bc:b5:dc,Private-140,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],09/11/2017 17:39,13,-85,32.10562967,35.20527037,662.8743935,8,WIFI
24:c9:a1:35:ba:78,Ariel_University,[ESS],09/11/2017 17:39,1,-79,32.1056297,35.20523743,662.8340276,12,WIFI
84:18:3a:04:40:98,Ariel_University,[ESS],09/11/2017 17:39,11,-76,32.1056297,35.20523743,662.8340276,12,WIFI
e0:10:7f:1a:95:c8,Ariel_University,[ESS],09/11/2017 17:39,11,-79,32.1056297,35.20523743,662.8340276,12,WIFI
8c:0c:90:2e:e8:08,Ariel_University,[ESS],09/11/2017 17:39,11,-82,32.1056297,35.20523743,662.8340276,12,WIFI
e0:10:7f:1a:95:c8,Ariel_University,[ESS],09/11/2017 17:39,11,-73,32.10562594,35.20520785,662.8371964,16,WIFI
02:02:ae:de:32:ee,RelTele,[WEP][IBSS],09/11/2017 17:39,1,-82,32.10562594,35.20520785,662.8371964,16,WIFI
24:c9:a1:35:b7:e8,Ariel_University,[ESS],09/11/2017 17:39,11,-88,32.10562594,35.20520785,662.8371964,16,WIFI
8c:0c:90:2f:ce:08,Ariel_University,[ESS],09/11/2017 17:39,6,-73,32.10562898,35.20517635,662.8485277,12,WIFI
00:25:86:bc:b5:dc,Private-140,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],09/11/2017 17:39,13,-73,32.10562498,35.20493675,662.6693625,8,WIFI
8c:0c:90:2e:ed:a8,Ariel_University,[ESS],09/11/2017 17:39,6,-85,32.10562498,35.20493675,662.6693625,8,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],09/11/2017 17:39,11,-88,32.10562498,35.20493675,662.6693625,8,WIFI
68:92:34:8d:5e:23,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:39,1,-85,32.10562498,35.20493675,662.6693625,8,WIFI
24:c9:a1:33:34:58,Ariel_University,[ESS],09/11/2017 17:39,6,-79,32.10562498,35.20493675,662.6693625,8,WIFI
8c:0c:90:2f:ce:08,Ariel_University,[ESS],09/11/2017 17:39,6,-67,32.10557847,35.20488096,662.7449879,16,WIFI
c4:e9:84:d0:40:61,kar140_5GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],09/11/2017 17:39,40,-77,32.10557847,35.20488096,662.7449879,16,WIFI
c4:e9:84:d0:40:5f,kar140_2.4GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],09/11/2017 17:39,1,-79,32.10557847,35.20488096,662.7449879,16,WIFI
14:af:db:3e:3e:aa,BezeqFree,[WPA2-PSK-CCMP][ESS],09/11/2017 17:39,5,-88,32.10557847,35.20488096,662.7449879,16,WIFI
8c:0c:90:2e:e8:08,Ariel_University,[ESS],09/11/2017 17:39,11,-67,32.10557847,35.20488096,662.7449879,16,WIFI
42501_10072_470805,012 Mobile,HSDPA;il,09/11/2017 17:39,0,-93,32.10557847,35.20488096,662.7449879,16,GSM
8c:0c:90:2f:ce:08,Ariel_University,[ESS],09/11/2017 17:39,6,-58,32.10555268,35.20489312,662.5935793,12,WIFI
14:ae:db:a2:a4:3d,Kar_lol,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],09/11/2017 17:39,11,-82,32.10555268,35.20489312,662.5935793,12,WIFI
14:ae:db:3e:3e:aa,316672567,[WPA2-PSK-CCMP][ESS],09/11/2017 17:39,5,-88,32.10555268,35.20489312,662.5935793,12,WIFI
6c:aa:b3:08:24:98,Ariel_University,[ESS],09/11/2017 17:39,1,-79,32.10555268,35.20489312,662.5935793,12,WIFI
8c:0c:90:2d:79:28,Ariel_University,[ESS],09/11/2017 17:39,1,-85,32.10555268,35.20489312,662.5935793,12,WIFI
42501_10072_516798,012 Mobile,HSDPA;il,09/11/2017 17:39,0,-93,32.10555268,35.20489312,662.5935793,12,GSM
2c:5d:93:3e:f5:38,Ariel_University,[ESS],09/11/2017 17:40,6,-58,32.10553351,35.20490136,662.5283823,12,WIFI
c4:e9:84:d0:40:5f,kar140_2.4GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],09/11/2017 17:40,1,-70,32.10553351,35.20490136,662.5283823,12,WIFI
8c:0c:90:2e:e8:08,Ariel_University,[ESS],09/11/2017 17:40,11,-61,32.10549998,35.20490383,662.5511346,8,WIFI
8c:0c:90:2f:35:38,Ariel_University,[ESS],09/11/2017 17:40,6,-82,32.10549998,35.20490383,662.5511346,8,WIFI
00:23:cd:17:19:00,la familya,[WPA2-PSK-CCMP][WPS][ESS],09/11/2017 17:40,9,-85,32.10549998,35.20490383,662.5511346,8,WIFI
e0:10:7f:1a:bd:98,Ariel_University,[ESS],09/11/2017 17:40,6,-82,32.10549998,35.20490383,662.5511346,8,WIFI
24:c9:a1:36:4e:08,Ariel_University,[ESS],09/11/2017 17:40,1,-88,32.10545816,35.20491564,662.4620194,8,WIFI
00:25:86:bc:b5:dc,Private-140,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],09/11/2017 17:40,13,-67,32.10549819,35.20489206,663.0397671,8,WIFI
8c:0c:90:2f:cc:98,Ariel_University,[ESS],09/11/2017 17:40,1,-88,32.10549819,35.20489206,663.0397671,8,WIFI
00:25:86:bc:b5:dc,Private-140,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],09/11/2017 17:40,13,-61,32.10548295,35.20484285,663.3983707,12,WIFI
c4:e9:84:d0:40:61,kar140_5GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],09/11/2017 17:40,40,-71,32.10548218,35.20479702,663.4317983,16,WIFI
8c:0c:90:2f:cc:98,Ariel_University,[ESS],09/11/2017 17:40,1,-82,32.10548218,35.20479702,663.4317983,16,WIFI
8c:0c:90:2e:15:88,Ariel_University,[ESS],09/11/2017 17:40,1,-82,32.10548218,35.20479702,663.4317983,16,WIFI
24:c9:a1:36:4e:08,Ariel_University,[ESS],09/11/2017 17:40,1,-82,32.10547332,35.20475469,663.7467205,12,WIFI
8c:0c:90:2e:0e:88,Ariel_University,[ESS],09/11/2017 17:40,6,-82,32.10547332,35.20475469,663.7467205,12,WIFI
24:c9:a1:35:b7:e8,Ariel_University,[ESS],09/11/2017 17:40,11,-76,32.10548239,35.20471437,664.4405847,8,WIFI
24:c9:a1:35:b7:e8,Ariel_University,[ESS],09/11/2017 17:40,11,-67,32.1054938,35.20464302,664.7683591,12,WIFI
68:92:34:8d:5e:23,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:40,1,-73,32.1054938,35.20464302,664.7683591,12,WIFI
24:c9:a1:35:ba:18,Ariel_University,[ESS],09/11/2017 17:40,11,-88,32.1054938,35.20464302,664.7683591,12,WIFI
e0:10:7f:1e:74:28,Ariel_University,[ESS],09/11/2017 17:40,1,-88,32.1054938,35.20464302,664.7683591,12,WIFI
8c:0c:90:2d:79:68,Ariel_University,[ESS],09/11/2017 17:40,11,-88,32.1054938,35.20464302,664.7683591,12,WIFI
42501_10072_516798,012 Mobile,HSDPA;il,09/11/2017 17:40,0,-81,32.1054938,35.20464302,664.7683591,12,GSM
8c:0c:90:2f:cc:98,Ariel_University,[ESS],09/11/2017 17:40,1,-76,32.1054947,35.20458332,665.0587271,12,WIFI
8c:0c:90:2e:ed:a8,Ariel_University,[ESS],09/11/2017 17:40,6,-70,32.1054947,35.20458332,665.0587271,12,WIFI
14:ae:db:a2:a4:3d,Kar_lol,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],09/11/2017 17:40,11,-76,32.1054819,35.20453632,665.2242345,12,WIFI
8c:0c:90:2d:79:88,Ariel_University,[ESS],09/11/2017 17:40,11,-73,32.1054819,35.20453632,665.2242345,12,WIFI
24:c9:a1:35:b7:e8,Ariel_University,[ESS],09/11/2017 17:40,11,-61,32.1054819,35.20453632,665.2242345,12,WIFI
e0:10:7f:1a:bd:98,Ariel_University,[ESS],09/11/2017 17:40,6,-76,32.1054819,35.20453632,665.2242345,12,WIFI
24:c9:a1:35:d6:38,Ariel_University,[ESS],09/11/2017 17:40,6,-82,32.1054819,35.20453632,665.2242345,12,WIFI
24:c9:a1:35:b7:e8,Ariel_University,[ESS],09/11/2017 17:40,11,-49,32.10544227,35.20454485,665.3371735,16,WIFI
68:92:34:4d:5e:23,island-0D5E20,[WPA2-PSK-CCMP][ESS],09/11/2017 17:40,1,-88,32.10544227,35.20454485,665.3371735,16,WIFI
8c:0c:90:2e:0f:b8,Ariel_University,[ESS],09/11/2017 17:40,11,-79,32.10544227,35.20454485,665.3371735,16,WIFI
e0:10:7f:1a:bd:98,Ariel_University,[ESS],09/11/2017 17:40,6,-67,32.10540014,35.20453684,665.3892653,16,WIFI
24:c9:a1:35:aa:08,Ariel_University,[ESS],09/11/2017 17:40,11,-79,32.10540014,35.20453684,665.3892653,16,WIFI
8c:0c:90:2e:0f:b8,Ariel_University,[ESS],09/11/2017 17:40,11,-70,32.10538189,35.20453465,665.4570279,16,WIFI
8c:0c:90:2d:79:68,Ariel_University,[ESS],09/11/2017 17:40,11,-82,32.10538189,35.20453465,665.4570279,16,WIFI
3a:bc:1a:1a:ec:af,MX4,[WPA-PSK-CCMP+TKIP][WPS][ESS],09/11/2017 17:40,10,-88,32.10538189,35.20453465,665.4570279,16,WIFI
8c:0c:90:2f:cc:98,Ariel_University,[ESS],09/11/2017 17:40,1,-70,32.10536656,35.20453676,665.3006092,16,WIFI
24:c9:a1:33:34:58,Ariel_University,[ESS],09/11/2017 17:40,6,-73,32.10536656,35.20453676,665.3006092,16,WIFI
